individual	additiveSNPeff	recessiveSNPeff	domSNPeff	mutationType
St12	8	3	5	initiator_codon_variant
St09	6	2	4	initiator_codon_variant
St07	7	2	5	initiator_codon_variant
St04	10	4	6	initiator_codon_variant
St01	10	2	8	initiator_codon_variant
Se23	8	2	6	initiator_codon_variant
Se18	5	1	4	initiator_codon_variant
Se16	6	1	5	initiator_codon_variant
Se13	9	2	7	initiator_codon_variant
Se08	8	2	6	initiator_codon_variant
Se07	5	2	3	initiator_codon_variant
Se06	5	0	5	initiator_codon_variant
Se02	5	2	3	initiator_codon_variant
Se01	5	2	3	initiator_codon_variant
Po18	5	1	4	initiator_codon_variant
Po16	4	1	3	initiator_codon_variant
Po13	5	1	4	initiator_codon_variant
Po10	9	2	7	initiator_codon_variant
Po08	3	1	2	initiator_codon_variant
Po05	5	1	4	initiator_codon_variant
Po03	4	1	3	initiator_codon_variant
Po01	6	2	4	initiator_codon_variant
Mv24	11	2	9	initiator_codon_variant
Mv19	9	1	8	initiator_codon_variant
Mv16	7	1	6	initiator_codon_variant
Mv12	11	3	8	initiator_codon_variant
Mv11	6	2	4	initiator_codon_variant
Mv08	12	4	8	initiator_codon_variant
Mv07	11	2	9	initiator_codon_variant
Mv06	7	3	4	initiator_codon_variant
Se20	8	2	6	initiator_codon_variant
Mv04	7	1	6	initiator_codon_variant
Mv03	5	1	4	initiator_codon_variant
La17	2	1	1	initiator_codon_variant
La16	2	1	1	initiator_codon_variant
La15	2	1	1	initiator_codon_variant
La14	2	1	1	initiator_codon_variant
La10	3	1	2	initiator_codon_variant
La07	2	1	1	initiator_codon_variant
La06	2	1	1	initiator_codon_variant
Po02	7	2	5	initiator_codon_variant
La04	2	1	1	initiator_codon_variant
La02	2	1	1	initiator_codon_variant
Gz31	10	5	5	initiator_codon_variant
Gz24	7	3	4	initiator_codon_variant
Gz17	10	4	6	initiator_codon_variant
Gz14	10	4	6	initiator_codon_variant
Gz12	12	5	7	initiator_codon_variant
Gz03	10	4	6	initiator_codon_variant
St08	11	3	8	initiator_codon_variant
Gs25	10	2	8	initiator_codon_variant
Gs24	10	2	8	initiator_codon_variant
Gs21	8	2	6	initiator_codon_variant
Gs12	5	1	4	initiator_codon_variant
Gs11	11	4	7	initiator_codon_variant
Gs06	7	1	6	initiator_codon_variant
Gs05	7	1	6	initiator_codon_variant
Se22	5	2	3	initiator_codon_variant
Po07	8	2	6	initiator_codon_variant
Gs04	6	2	4	initiator_codon_variant
Gs02	9	3	6	initiator_codon_variant
Gf21	7	2	5	initiator_codon_variant
Gf15	11	3	8	initiator_codon_variant
Gf06	8	2	6	initiator_codon_variant
Ga15	6	3	3	initiator_codon_variant
Ga11	8	3	5	initiator_codon_variant
Mv13	9	1	8	initiator_codon_variant
Ga10	2	1	1	initiator_codon_variant
Ga09	4	2	2	initiator_codon_variant
Ga08	4	1	3	initiator_codon_variant
Ga06	4	1	3	initiator_codon_variant
Ga05	4	1	3	initiator_codon_variant
Ga04	10	5	5	initiator_codon_variant
Ga03	5	2	3	initiator_codon_variant
Ga02	6	2	4	initiator_codon_variant
Gs22	4	0	4	initiator_codon_variant
Ga01	0	0	0	initiator_codon_variant
Cc22	4	2	2	initiator_codon_variant
Cc20	5	2	3	initiator_codon_variant
Pi67	2	1	1	initiator_codon_variant
Ma59	2	1	1	initiator_codon_variant
Ma96	2	1	1	initiator_codon_variant
Pa69	3	1	2	initiator_codon_variant
La18	4	2	2	initiator_codon_variant
Pa66	1	0	1	initiator_codon_variant
Gz04	9	3	6	initiator_codon_variant
Ma42	3	1	2	initiator_codon_variant
Pi88	2	1	1	initiator_codon_variant
Pa11	2	1	1	initiator_codon_variant
Pa58	2	1	1	initiator_codon_variant
Pa91	1	0	1	initiator_codon_variant
Pa76	4	1	3	initiator_codon_variant
GR03	2	1	1	initiator_codon_variant
Ma30	4	2	2	initiator_codon_variant
Pi44	3	1	2	initiator_codon_variant
Ma71	2	1	1	initiator_codon_variant
Es72	2	1	1	initiator_codon_variant
Am06	10	2	8	initiator_codon_variant
Br13	4	2	2	initiator_codon_variant
Ma95	3	1	2	initiator_codon_variant
Ga07	5	2	3	initiator_codon_variant
Ma100	4	2	2	initiator_codon_variant
Gs15	6	1	5	initiator_codon_variant
Es73	5	2	3	initiator_codon_variant
Mv23	10	1	9	initiator_codon_variant
Ma76	4	2	2	initiator_codon_variant
Gz26	8	2	6	initiator_codon_variant
Pi78	2	1	1	initiator_codon_variant
Es9	2	1	1	initiator_codon_variant
Ma94	2	1	1	initiator_codon_variant
Pa49	0	0	0	initiator_codon_variant
GB04	4	2	2	initiator_codon_variant
Pa43	3	1	2	initiator_codon_variant
Pa46	2	0	2	initiator_codon_variant
Ca06	3	1	2	initiator_codon_variant
Pi52	2	1	1	initiator_codon_variant
Se12	4	1	3	initiator_codon_variant
Es65-1	3	0	3	initiator_codon_variant
Ma74	2	1	1	initiator_codon_variant
Gf10	5	1	4	initiator_codon_variant
Gf02	9	3	6	initiator_codon_variant
Ma46	4	2	2	initiator_codon_variant
Ma90	2	1	1	initiator_codon_variant
Pi76	2	1	1	initiator_codon_variant
Gz21	8	2	6	initiator_codon_variant
Gs17	8	3	5	initiator_codon_variant
Am08	5	2	3	initiator_codon_variant
Pi73	4	2	2	initiator_codon_variant
Es25	3	1	2	initiator_codon_variant
Pa84	2	1	1	initiator_codon_variant
Es83	2	0	2	initiator_codon_variant
Pa85	2	1	1	initiator_codon_variant
Pi65	0	0	0	initiator_codon_variant
Ma67	2	1	1	initiator_codon_variant
Pa55	3	1	2	initiator_codon_variant
Pa51	2	1	1	initiator_codon_variant
Ma68	2	1	1	initiator_codon_variant
Ma44	4	2	2	initiator_codon_variant
Ma66	1	0	1	initiator_codon_variant
Es81	2	1	1	initiator_codon_variant
Es82	2	1	1	initiator_codon_variant
La08	2	1	1	initiator_codon_variant
GR02	3	1	2	initiator_codon_variant
Es84	3	1	2	initiator_codon_variant
Es66	2	1	1	initiator_codon_variant
Se24	6	1	5	initiator_codon_variant
Es86	2	1	1	initiator_codon_variant
Cc01	3	1	2	initiator_codon_variant
Am17	6	0	6	initiator_codon_variant
Ma39	2	1	1	initiator_codon_variant
Pi89	0	0	0	initiator_codon_variant
NU02	4	2	2	initiator_codon_variant
Po06	3	1	2	initiator_codon_variant
Es38	2	1	1	initiator_codon_variant
Ma84	2	1	1	initiator_codon_variant
Pi90	0	0	0	initiator_codon_variant
Pa64	5	2	3	initiator_codon_variant
Ma24	2	1	1	initiator_codon_variant
Pa35	3	1	2	initiator_codon_variant
Pa5	2	1	1	initiator_codon_variant
Ma62	3	1	2	initiator_codon_variant
Se04	6	2	4	initiator_codon_variant
Pi83	3	1	2	initiator_codon_variant
Pa52	5	2	3	initiator_codon_variant
AA02	6	2	4	initiator_codon_variant
Pa12	5	2	3	initiator_codon_variant
Pa3	5	2	3	initiator_codon_variant
Es93	2	1	1	initiator_codon_variant
Gz30	7	1	6	initiator_codon_variant
Pi98	3	1	2	initiator_codon_variant
Es77	2	1	1	initiator_codon_variant
Ma61	2	1	1	initiator_codon_variant
Pi87	2	1	1	initiator_codon_variant
Ma17	4	1	3	initiator_codon_variant
VI06	8	2	6	initiator_codon_variant
Pi42	2	1	1	initiator_codon_variant
Ma81	3	1	2	initiator_codon_variant
Pi84	2	1	1	initiator_codon_variant
Gz13	9	2	7	initiator_codon_variant
Es40	2	1	1	initiator_codon_variant
Gs09	8	3	5	initiator_codon_variant
Es39	2	1	1	initiator_codon_variant
Ma15	1	0	1	initiator_codon_variant
Pi77	2	0	2	initiator_codon_variant
Pa33	2	1	1	initiator_codon_variant
Ma47	2	1	1	initiator_codon_variant
Es48	2	1	1	initiator_codon_variant
Pa98	4	2	2	initiator_codon_variant
Gf03	10	1	9	initiator_codon_variant
VI01	3	0	3	initiator_codon_variant
Ma40	2	1	1	initiator_codon_variant
Es79	2	1	1	initiator_codon_variant
Pi80	1	0	1	initiator_codon_variant
GG01	9	4	5	initiator_codon_variant
Pa1	4	2	2	initiator_codon_variant
Es75	4	2	2	initiator_codon_variant
Pi93	2	1	1	initiator_codon_variant
Ma72	4	2	2	initiator_codon_variant
Gf24	4	0	4	initiator_codon_variant
Ma52	2	1	1	initiator_codon_variant
AA03	7	3	4	initiator_codon_variant
Gz28	7	2	5	initiator_codon_variant
Pi97	2	1	1	initiator_codon_variant
Es19	2	1	1	initiator_codon_variant
Cc21	5	1	4	initiator_codon_variant
TV02	4	2	2	initiator_codon_variant
Pi55	2	1	1	initiator_codon_variant
GR01	7	3	4	initiator_codon_variant
Ma26	3	1	2	initiator_codon_variant
Pi79	4	2	2	initiator_codon_variant
Pa40	2	1	1	initiator_codon_variant
Pi26	4	2	2	initiator_codon_variant
Ma69	1	0	1	initiator_codon_variant
Es99	2	1	1	initiator_codon_variant
PB01	9	4	5	initiator_codon_variant
Pa32	5	2	3	initiator_codon_variant
Ma16	4	2	2	initiator_codon_variant
Ma19	2	1	1	initiator_codon_variant
Am05	13	3	10	initiator_codon_variant
Es6	3	1	2	initiator_codon_variant
AA01	3	1	2	initiator_codon_variant
SV01	2	1	1	initiator_codon_variant
Es85	2	1	1	initiator_codon_variant
Pi62	4	2	2	initiator_codon_variant
Es7	4	1	3	initiator_codon_variant
Pa30	2	1	1	initiator_codon_variant
Pa37	3	1	2	initiator_codon_variant
Es68	2	1	1	initiator_codon_variant
Pa94	5	2	3	initiator_codon_variant
Mv21	3	0	3	initiator_codon_variant
Pa57	2	1	1	initiator_codon_variant
Ma87	3	1	2	initiator_codon_variant
Se25	7	2	5	initiator_codon_variant
GB03	6	3	3	initiator_codon_variant
LC01	4	2	2	initiator_codon_variant
Po04	8	2	6	initiator_codon_variant
Ma45	2	1	1	initiator_codon_variant
Gs19	8	3	5	initiator_codon_variant
Pi21	0	0	0	initiator_codon_variant
Br10	2	1	1	initiator_codon_variant
RI01	4	2	2	initiator_codon_variant
AA04	9	3	6	initiator_codon_variant
Es71	2	1	1	initiator_codon_variant
Pi72	4	2	2	initiator_codon_variant
Pa29	2	1	1	initiator_codon_variant
Ma3	4	2	2	initiator_codon_variant
Am15	3	0	3	initiator_codon_variant
AA05	7	2	5	initiator_codon_variant
La01	4	2	2	initiator_codon_variant
Pa23	4	2	2	initiator_codon_variant
Pa88	3	1	2	initiator_codon_variant
Ma29	2	0	2	initiator_codon_variant
VI07	10	2	8	initiator_codon_variant
Pi5	2	1	1	initiator_codon_variant
Es12	2	1	1	initiator_codon_variant
Ma10	4	2	2	initiator_codon_variant
Ma4	2	1	1	initiator_codon_variant
Ma85	0	0	0	initiator_codon_variant
GB01	6	3	3	initiator_codon_variant
Ma80	4	2	2	initiator_codon_variant
Ma36	4	2	2	initiator_codon_variant
Pa87	0	0	0	initiator_codon_variant
Ma33	3	1	2	initiator_codon_variant
Pa28	1	0	1	initiator_codon_variant
PB03	3	1	2	initiator_codon_variant
Am18	8	2	6	initiator_codon_variant
PB02	3	1	2	initiator_codon_variant
Es59	1	0	1	initiator_codon_variant
Pa90	0	0	0	initiator_codon_variant
Ma75	2	1	1	initiator_codon_variant
GB02	3	1	2	initiator_codon_variant
VI04	6	2	4	initiator_codon_variant
CG01	2	0	2	initiator_codon_variant
LC02	4	2	2	initiator_codon_variant
Es63	2	1	1	initiator_codon_variant
St10	4	1	3	initiator_codon_variant
Es57	2	1	1	initiator_codon_variant
Ma70	2	1	1	initiator_codon_variant
Es20	2	1	1	initiator_codon_variant
Es60	3	1	2	initiator_codon_variant
Es46	4	2	2	initiator_codon_variant
Es78	2	1	1	initiator_codon_variant
Pa67	1	0	1	initiator_codon_variant
Gf18	3	1	2	initiator_codon_variant
Ma43	4	2	2	initiator_codon_variant
Ca12	3	1	2	initiator_codon_variant
Gs23	6	1	5	initiator_codon_variant
RI02	4	2	2	initiator_codon_variant
Ca19	7	1	6	initiator_codon_variant
Pi18	4	2	2	initiator_codon_variant
Pa72	4	1	3	initiator_codon_variant
NU01	2	1	1	initiator_codon_variant
Cc03	3	1	2	initiator_codon_variant
Es52	2	1	1	initiator_codon_variant
Pi12	3	1	2	initiator_codon_variant
Es56	2	1	1	initiator_codon_variant
Ma99	2	1	1	initiator_codon_variant
Pi1	2	1	1	initiator_codon_variant
Es36	5	2	3	initiator_codon_variant
Pi86	0	0	0	initiator_codon_variant
Pa48	4	2	2	initiator_codon_variant
Ma9	2	1	1	initiator_codon_variant
Pa36	1	0	1	initiator_codon_variant
Ma88	3	1	2	initiator_codon_variant
Es32	2	1	1	initiator_codon_variant
WT01	2	1	1	initiator_codon_variant
Es16	1	0	1	initiator_codon_variant
Pi41	2	1	1	initiator_codon_variant
AN02	5	2	3	initiator_codon_variant
Pa77	2	1	1	initiator_codon_variant
Pa68	2	0	2	initiator_codon_variant
Br09	2	1	1	initiator_codon_variant
Ma89	4	2	2	initiator_codon_variant
Ma56	2	1	1	initiator_codon_variant
Es41	2	1	1	initiator_codon_variant
Pi20	0	0	0	initiator_codon_variant
Es33	2	0	2	initiator_codon_variant
Ma92	1	0	1	initiator_codon_variant
Mv05	10	1	9	initiator_codon_variant
Ma91	2	1	1	initiator_codon_variant
Ma86	1	0	1	initiator_codon_variant
St11	6	2	4	initiator_codon_variant
Pi71	2	0	2	initiator_codon_variant
Es50	4	1	3	initiator_codon_variant
Es67	1	0	1	initiator_codon_variant
Pa100	2	1	1	initiator_codon_variant
La09	2	1	1	initiator_codon_variant
Ma2	2	1	1	initiator_codon_variant
Ma12	2	1	1	initiator_codon_variant
Pa89	4	1	3	initiator_codon_variant
Po14	2	1	1	initiator_codon_variant
Pa61	3	1	2	initiator_codon_variant
Pa60	3	1	2	initiator_codon_variant
AN01	0	0	0	initiator_codon_variant
Ma63	0	0	0	initiator_codon_variant
Mv93	10	1	9	initiator_codon_variant
Ma54	3	1	2	initiator_codon_variant
Pi59	3	1	2	initiator_codon_variant
Gz29	10	4	6	initiator_codon_variant
Pi68	2	1	1	initiator_codon_variant
Pi34	2	1	1	initiator_codon_variant
Es44	2	1	1	initiator_codon_variant
Es100	2	1	1	initiator_codon_variant
Ma6	2	0	2	initiator_codon_variant
Pa45	5	2	3	initiator_codon_variant
Pa71	2	0	2	initiator_codon_variant
Pi28	0	0	0	initiator_codon_variant
Ma11	2	1	1	initiator_codon_variant
Ga13	4	2	2	initiator_codon_variant
Ga95	6	3	3	initiator_codon_variant
Ma58	3	1	2	initiator_codon_variant
Pi92	2	1	1	initiator_codon_variant
Ma98	0	0	0	initiator_codon_variant
Es17	2	1	1	initiator_codon_variant
Se26	4	1	3	initiator_codon_variant
Ma79	4	2	2	initiator_codon_variant
Po12	3	1	2	initiator_codon_variant
Mv10	4	1	3	initiator_codon_variant
Ma38	4	2	2	initiator_codon_variant
Pa47	0	0	0	initiator_codon_variant
Ma60	4	2	2	initiator_codon_variant
Pi7	2	1	1	initiator_codon_variant
Pi60	2	1	1	initiator_codon_variant
Cc07	3	1	2	initiator_codon_variant
Ma37	2	1	1	initiator_codon_variant
Ma82	2	1	1	initiator_codon_variant
Pi27	2	1	1	initiator_codon_variant
Ma27	2	1	1	initiator_codon_variant
Pi82	0	0	0	initiator_codon_variant
Ma93	2	1	1	initiator_codon_variant
Pi81	2	1	1	initiator_codon_variant
Ma18	2	1	1	initiator_codon_variant
Am92	7	2	5	initiator_codon_variant
Ma48	3	1	2	initiator_codon_variant
Pi96	0	0	0	initiator_codon_variant
St13	9	1	8	initiator_codon_variant
Ma5	3	1	2	initiator_codon_variant
Es76	2	1	1	initiator_codon_variant
Ma49	3	1	2	initiator_codon_variant
St06	10	3	7	initiator_codon_variant
Ma51	2	1	1	initiator_codon_variant
Gz23	8	3	5	initiator_codon_variant
Ma50	4	2	2	initiator_codon_variant
Pi36	2	1	1	initiator_codon_variant
Pi3	2	1	1	initiator_codon_variant
Ma53	4	2	2	initiator_codon_variant
Ma13	2	1	1	initiator_codon_variant
Br16	4	2	2	initiator_codon_variant
Ma41	1	0	1	initiator_codon_variant
Pa96	2	1	1	initiator_codon_variant
Ca21	8	3	5	initiator_codon_variant
Es8	3	1	2	initiator_codon_variant
GE02	4	2	2	initiator_codon_variant
Ma55	2	1	1	initiator_codon_variant
Gz07	8	4	4	initiator_codon_variant
Pa56	1	0	1	initiator_codon_variant
Pa6	2	1	1	initiator_codon_variant
Pa63	2	1	1	initiator_codon_variant
Cc13	6	3	3	initiator_codon_variant
Pa19	2	0	2	initiator_codon_variant
Pi58	2	1	1	initiator_codon_variant
Es55	2	1	1	initiator_codon_variant
Pa27	4	1	3	initiator_codon_variant
Ma57	2	1	1	initiator_codon_variant
Am11	8	2	6	initiator_codon_variant
TV01	4	2	2	initiator_codon_variant
Pa14	2	1	1	initiator_codon_variant
Cc06	5	2	3	initiator_codon_variant
Pa13	2	1	1	initiator_codon_variant
Pa24	4	2	2	initiator_codon_variant
Br19	2	1	1	initiator_codon_variant
Pi49	2	1	1	initiator_codon_variant
Pi85	6	3	3	initiator_codon_variant
Pa86	3	1	2	initiator_codon_variant
Br21	4	2	2	initiator_codon_variant
Pa26	2	1	1	initiator_codon_variant
Se03	9	2	7	initiator_codon_variant
Pi54	2	1	1	initiator_codon_variant
GE01	6	3	3	initiator_codon_variant
Pi51	2	1	1	initiator_codon_variant
La05	2	1	1	initiator_codon_variant
Pa53	1	0	1	initiator_codon_variant
Ma32	2	1	1	initiator_codon_variant
Es94	2	1	1	initiator_codon_variant
Es42	2	1	1	initiator_codon_variant
Es95	3	1	2	initiator_codon_variant
Br17	4	1	3	initiator_codon_variant
Ma14	5	2	3	initiator_codon_variant
Ma73	1	0	1	initiator_codon_variant
Es88	2	1	1	initiator_codon_variant
Es92	1	0	1	initiator_codon_variant
Es22	2	1	1	initiator_codon_variant
Pi75	1	0	1	initiator_codon_variant
Es90	2	1	1	initiator_codon_variant
Pi11	2	1	1	initiator_codon_variant
Es91	6	3	3	initiator_codon_variant
Pa92	3	1	2	initiator_codon_variant
Es98	2	1	1	initiator_codon_variant
Po11	7	1	6	initiator_codon_variant
Gs03	7	1	6	initiator_codon_variant
Cc19	4	2	2	initiator_codon_variant
Es21	2	1	1	initiator_codon_variant
Ma65	4	2	2	initiator_codon_variant
Es14	2	1	1	initiator_codon_variant
Pa31	3	1	2	initiator_codon_variant
Es13	2	1	1	initiator_codon_variant
Ca04	3	1	2	initiator_codon_variant
Pi39	2	0	2	initiator_codon_variant
Ma22	2	0	2	initiator_codon_variant
Pi31	0	0	0	initiator_codon_variant
St03	8	3	5	initiator_codon_variant
Pi33	2	1	1	initiator_codon_variant
Pi29	2	0	2	initiator_codon_variant
Ma31	0	0	0	initiator_codon_variant
Pa78	2	1	1	initiator_codon_variant
Es64	4	2	2	initiator_codon_variant
Pi94	4	2	2	initiator_codon_variant
La19	2	1	1	initiator_codon_variant
Pi14	3	1	2	initiator_codon_variant
Ma35	2	1	1	initiator_codon_variant
St14	7	3	4	initiator_codon_variant
Se27	8	2	6	initiator_codon_variant
Ma21	3	1	2	initiator_codon_variant
Pi2	2	1	1	initiator_codon_variant
Ma34	3	1	2	initiator_codon_variant
Gz19	5	2	3	initiator_codon_variant
Pi57	1	0	1	initiator_codon_variant
Cc15	4	2	2	initiator_codon_variant
Pi56	2	1	1	initiator_codon_variant
Es3	6	3	3	initiator_codon_variant
Es24	2	1	1	initiator_codon_variant
Pi19	2	1	1	initiator_codon_variant
Es35	2	1	1	initiator_codon_variant
Cc04	2	1	1	initiator_codon_variant
Pi74	2	1	1	initiator_codon_variant
Es34	2	1	1	initiator_codon_variant
Pa74	0	0	0	initiator_codon_variant
Pa42	2	1	1	initiator_codon_variant
Pa75	3	1	2	initiator_codon_variant
Pa16	2	1	1	initiator_codon_variant
Pi15	4	2	2	initiator_codon_variant
Ma20	2	1	1	initiator_codon_variant
Pa65	4	2	2	initiator_codon_variant
Ma83	2	1	1	initiator_codon_variant
Ma8	2	0	2	initiator_codon_variant
Ma78	4	2	2	initiator_codon_variant
Am02	7	2	5	initiator_codon_variant
Ga91	0	0	0	initiator_codon_variant
St02	5	2	3	initiator_codon_variant
St05	6	2	4	initiator_codon_variant
Pi43	2	0	2	initiator_codon_variant
St16	6	2	4	initiator_codon_variant
Po15	5	1	4	initiator_codon_variant
Am04	6	1	5	initiator_codon_variant
Am07	8	3	5	initiator_codon_variant
Am09	6	2	4	initiator_codon_variant
Pa2	4	1	3	initiator_codon_variant
Es49	3	1	2	initiator_codon_variant
Am10	5	1	4	initiator_codon_variant
Es23	2	1	1	initiator_codon_variant
Am12	8	2	6	initiator_codon_variant
Am13	6	1	5	initiator_codon_variant
Pa20	2	0	2	initiator_codon_variant
Am16	2	0	2	initiator_codon_variant
Br12	3	1	2	initiator_codon_variant
Ga14	5	2	3	initiator_codon_variant
Ga12	4	1	3	initiator_codon_variant
Br14	5	2	3	initiator_codon_variant
Ma23	5	2	3	initiator_codon_variant
Cc08	0	0	0	initiator_codon_variant
Am03	7	2	5	initiator_codon_variant
Br15	2	1	1	initiator_codon_variant
La11	2	1	1	initiator_codon_variant
Cc11	8	3	5	initiator_codon_variant
Pi13	0	0	0	initiator_codon_variant
Br20	2	1	1	initiator_codon_variant
Ma77	0	0	0	initiator_codon_variant
Br23	2	1	1	initiator_codon_variant
Es53	1	0	1	initiator_codon_variant
Mv14	6	0	6	initiator_codon_variant
Ca02	4	1	3	initiator_codon_variant
Ca16	5	1	4	initiator_codon_variant
Es43	2	1	1	initiator_codon_variant
Cc02	4	2	2	initiator_codon_variant
VI08	8	1	7	initiator_codon_variant
Cc09	5	1	4	initiator_codon_variant
Ca03	4	1	3	initiator_codon_variant
Cc10	2	1	1	initiator_codon_variant
Am14	8	1	7	initiator_codon_variant
Cc12	5	2	3	initiator_codon_variant
Cc17	3	1	2	initiator_codon_variant
St12	10053	2688	7365	missense_variant
St09	9984	3026	6958	missense_variant
St07	9935	2686	7249	missense_variant
St04	10000	2627	7373	missense_variant
St01	10100	2370	7730	missense_variant
Se23	9849	2458	7391	missense_variant
Se18	10008	2442	7566	missense_variant
Se16	9907	2310	7597	missense_variant
Se13	9977	2489	7488	missense_variant
Se08	10015	2366	7649	missense_variant
Se07	9969	2350	7619	missense_variant
Se06	9926	2393	7533	missense_variant
Se02	10112	2449	7663	missense_variant
Se01	9927	2491	7436	missense_variant
Po18	9912	2454	7458	missense_variant
Po16	9900	2411	7489	missense_variant
Po13	9872	2484	7388	missense_variant
Po10	9886	2721	7165	missense_variant
Po08	9915	2674	7241	missense_variant
Po05	10005	2545	7460	missense_variant
Po03	9963	2587	7376	missense_variant
Po01	9862	2689	7173	missense_variant
Mv24	10475	2215	8260	missense_variant
Mv19	10376	2351	8025	missense_variant
Mv16	10317	2294	8023	missense_variant
Mv12	10447	3005	7442	missense_variant
Mv11	10462	2663	7799	missense_variant
Mv08	10355	2346	8009	missense_variant
Mv07	10362	2108	8254	missense_variant
Mv06	10186	2495	7691	missense_variant
Se20	9848	2295	7553	missense_variant
Mv04	10571	2247	8324	missense_variant
Mv03	10470	2145	8325	missense_variant
La17	8861	4205	4656	missense_variant
La16	8801	4198	4603	missense_variant
La15	8773	4003	4770	missense_variant
La14	8847	4188	4659	missense_variant
La10	8848	4010	4838	missense_variant
La07	8776	4140	4636	missense_variant
La06	8833	4163	4670	missense_variant
Po02	9977	2938	7039	missense_variant
La04	8861	3490	5371	missense_variant
La02	8844	3638	5206	missense_variant
Gz31	10541	2956	7585	missense_variant
Gz24	10202	4175	6027	missense_variant
Gz17	10473	2933	7540	missense_variant
Gz14	10306	2491	7815	missense_variant
Gz12	10525	2876	7649	missense_variant
Gz03	10315	3088	7227	missense_variant
St08	10075	3070	7005	missense_variant
Gs25	10019	2714	7305	missense_variant
Gs24	10104	2299	7805	missense_variant
Gs21	10102	2416	7686	missense_variant
Gs12	10058	2381	7677	missense_variant
Gs11	10075	2476	7599	missense_variant
Gs06	10161	2362	7799	missense_variant
Gs05	10052	2495	7557	missense_variant
Se22	10036	2396	7640	missense_variant
Po07	9922	2370	7552	missense_variant
Gs04	10295	2452	7843	missense_variant
Gs02	10031	2454	7577	missense_variant
Gf21	9764	2623	7141	missense_variant
Gf15	9867	2480	7387	missense_variant
Gf06	9857	2473	7384	missense_variant
Ga15	8831	3993	4838	missense_variant
Ga11	8727	3462	5265	missense_variant
Mv13	10424	2468	7956	missense_variant
Ga10	8870	3195	5675	missense_variant
Ga09	8879	3884	4995	missense_variant
Ga08	8946	3160	5786	missense_variant
Ga06	8955	3744	5211	missense_variant
Ga05	8977	3172	5805	missense_variant
Ga04	8865	4150	4715	missense_variant
Ga03	8939	3810	5129	missense_variant
Ga02	8840	3137	5703	missense_variant
Gs22	10203	2920	7283	missense_variant
Ga01	8660	4119	4541	missense_variant
Cc22	8342	3875	4467	missense_variant
Cc20	8268	3439	4829	missense_variant
Pi67	8801	4140	4661	missense_variant
Ma59	8590	4068	4522	missense_variant
Ma96	8526	3970	4556	missense_variant
Pa69	8768	3528	5240	missense_variant
La18	8706	3920	4786	missense_variant
Pa66	8928	4054	4874	missense_variant
Gz04	10247	2718	7529	missense_variant
Ma42	8645	4097	4548	missense_variant
Pi88	8924	4190	4734	missense_variant
Pa11	9048	3889	5159	missense_variant
Pa58	8831	3987	4844	missense_variant
Pa91	8962	3172	5790	missense_variant
Pa76	8698	3189	5509	missense_variant
GR03	8325	3892	4433	missense_variant
Ma30	8583	4038	4545	missense_variant
Pi44	8954	4164	4790	missense_variant
Ma71	8736	4060	4676	missense_variant
Es72	8481	3488	4993	missense_variant
Am06	10176	2324	7852	missense_variant
Br13	8069	3761	4308	missense_variant
Ma95	8536	3688	4848	missense_variant
Ga07	8936	3571	5365	missense_variant
Ma100	8679	4065	4614	missense_variant
Gs15	9959	2359	7600	missense_variant
Es73	8612	4078	4534	missense_variant
Mv23	10542	2671	7871	missense_variant
Ma76	8850	3667	5183	missense_variant
Gz26	10493	3008	7485	missense_variant
Pi78	8934	4207	4727	missense_variant
Es9	8780	3846	4934	missense_variant
Ma94	8215	3890	4325	missense_variant
Pa49	8835	3981	4854	missense_variant
GB04	8764	4175	4589	missense_variant
Pa43	8816	3464	5352	missense_variant
Pa46	8765	3359	5406	missense_variant
Ca06	10188	3405	6783	missense_variant
Pi52	8796	4176	4620	missense_variant
Se12	10066	2427	7639	missense_variant
Es65-1	9020	3027	5993	missense_variant
Ma74	8511	4014	4497	missense_variant
Gf10	10051	2345	7706	missense_variant
Gf02	9694	2545	7149	missense_variant
Ma46	8786	4150	4636	missense_variant
Ma90	8513	3901	4612	missense_variant
Pi76	8896	4206	4690	missense_variant
Gz21	10363	3060	7303	missense_variant
Gs17	8360	2779	5581	missense_variant
Am08	10175	2448	7727	missense_variant
Pi73	8274	3853	4421	missense_variant
Es25	8785	3864	4921	missense_variant
Pa84	9034	3987	5047	missense_variant
Es83	8839	3324	5515	missense_variant
Pa85	8604	4094	4510	missense_variant
Pi65	8371	4019	4352	missense_variant
Ma67	8128	3878	4250	missense_variant
Pa55	9027	3908	5119	missense_variant
Pa51	8842	4161	4681	missense_variant
Ma68	8465	4001	4464	missense_variant
Ma44	8396	3998	4398	missense_variant
Ma66	8422	3688	4734	missense_variant
Es81	8837	3591	5246	missense_variant
Es82	8854	4165	4689	missense_variant
La08	8819	4189	4630	missense_variant
GR02	9759	3241	6518	missense_variant
Es84	8764	4116	4648	missense_variant
Es66	8661	3688	4973	missense_variant
Se24	9996	2506	7490	missense_variant
Es86	8713	4093	4620	missense_variant
Cc01	8142	3743	4399	missense_variant
Am17	10233	2307	7926	missense_variant
Ma39	8550	4048	4502	missense_variant
Pi89	8646	4072	4574	missense_variant
NU02	9697	4588	5109	missense_variant
Po06	10009	2713	7296	missense_variant
Es38	8922	4051	4871	missense_variant
Ma84	8739	3461	5278	missense_variant
Pi90	9030	3986	5044	missense_variant
