individual	additiveSNPeff	recessiveSNPeff	domSNPeff	mutationType
Am07	0	0	0	stop_gained&splice_region_variant
Am09	4	1	3	stop_gained&splice_region_variant
Pa2	7	3	4	stop_gained&splice_region_variant
Es49	10	4	6	stop_gained&splice_region_variant
Am10	5	0	5	stop_gained&splice_region_variant
Es23	10	5	5	stop_gained&splice_region_variant
Am12	5	2	3	stop_gained&splice_region_variant
Am13	4	1	3	stop_gained&splice_region_variant
Pa20	10	3	7	stop_gained&splice_region_variant
Am16	5	2	3	stop_gained&splice_region_variant
Br12	3	1	2	stop_gained&splice_region_variant
Ga14	10	5	5	stop_gained&splice_region_variant
Ga12	11	5	6	stop_gained&splice_region_variant
Br14	6	3	3	stop_gained&splice_region_variant
Ma23	7	3	4	stop_gained&splice_region_variant
Cc08	5	2	3	stop_gained&splice_region_variant
Am03	4	0	4	stop_gained&splice_region_variant
Br15	2	1	1	stop_gained&splice_region_variant
La11	4	2	2	stop_gained&splice_region_variant
Cc11	3	1	2	stop_gained&splice_region_variant
Pi13	7	3	4	stop_gained&splice_region_variant
Br20	4	2	2	stop_gained&splice_region_variant
Ma77	9	4	5	stop_gained&splice_region_variant
Br23	6	3	3	stop_gained&splice_region_variant
Es53	9	3	6	stop_gained&splice_region_variant
Mv14	5	1	4	stop_gained&splice_region_variant
Ca02	0	0	0	stop_gained&splice_region_variant
Ca16	2	0	2	stop_gained&splice_region_variant
Es43	5	2	3	stop_gained&splice_region_variant
Cc02	2	1	1	stop_gained&splice_region_variant
VI08	12	3	9	stop_gained&splice_region_variant
Cc09	2	0	2	stop_gained&splice_region_variant
Ca03	1	0	1	stop_gained&splice_region_variant
Cc10	1	0	1	stop_gained&splice_region_variant
Am14	3	0	3	stop_gained&splice_region_variant
Cc12	1	0	1	stop_gained&splice_region_variant
Cc17	3	1	2	stop_gained&splice_region_variant
St12	0	0	0	stop_lost
St09	0	0	0	stop_lost
St07	0	0	0	stop_lost
St04	0	0	0	stop_lost
St01	0	0	0	stop_lost
Se23	0	0	0	stop_lost
Se18	0	0	0	stop_lost
Se16	0	0	0	stop_lost
Se13	0	0	0	stop_lost
Se08	0	0	0	stop_lost
Se07	0	0	0	stop_lost
Se06	0	0	0	stop_lost
Se02	0	0	0	stop_lost
Se01	0	0	0	stop_lost
Po18	0	0	0	stop_lost
Po16	0	0	0	stop_lost
Po13	0	0	0	stop_lost
Po10	0	0	0	stop_lost
Po08	0	0	0	stop_lost
Po05	0	0	0	stop_lost
Po03	0	0	0	stop_lost
Po01	0	0	0	stop_lost
Mv24	0	0	0	stop_lost
Mv19	0	0	0	stop_lost
Mv16	0	0	0	stop_lost
Mv12	0	0	0	stop_lost
Mv11	0	0	0	stop_lost
Mv08	0	0	0	stop_lost
Mv07	0	0	0	stop_lost
Mv06	0	0	0	stop_lost
Se20	0	0	0	stop_lost
Mv04	0	0	0	stop_lost
Mv03	0	0	0	stop_lost
La17	0	0	0	stop_lost
La16	0	0	0	stop_lost
La15	0	0	0	stop_lost
La14	0	0	0	stop_lost
La10	0	0	0	stop_lost
La07	0	0	0	stop_lost
La06	0	0	0	stop_lost
Po02	0	0	0	stop_lost
La04	0	0	0	stop_lost
La02	0	0	0	stop_lost
Gz31	0	0	0	stop_lost
Gz24	0	0	0	stop_lost
Gz17	0	0	0	stop_lost
Gz14	1	0	1	stop_lost
Gz12	0	0	0	stop_lost
Gz03	0	0	0	stop_lost
St08	0	0	0	stop_lost
Gs25	0	0	0	stop_lost
Gs24	0	0	0	stop_lost
Gs21	0	0	0	stop_lost
Gs12	0	0	0	stop_lost
Gs11	0	0	0	stop_lost
Gs06	0	0	0	stop_lost
Gs05	0	0	0	stop_lost
Se22	0	0	0	stop_lost
Po07	0	0	0	stop_lost
Gs04	0	0	0	stop_lost
Gs02	0	0	0	stop_lost
Gf21	0	0	0	stop_lost
Gf15	0	0	0	stop_lost
Gf06	0	0	0	stop_lost
Ga15	0	0	0	stop_lost
Ga11	0	0	0	stop_lost
Mv13	0	0	0	stop_lost
Ga10	0	0	0	stop_lost
Ga09	0	0	0	stop_lost
Ga08	0	0	0	stop_lost
Ga06	0	0	0	stop_lost
Ga05	0	0	0	stop_lost
Ga04	0	0	0	stop_lost
Ga03	0	0	0	stop_lost
Ga02	0	0	0	stop_lost
Gs22	1	0	1	stop_lost
Ga01	0	0	0	stop_lost
Cc22	2	1	1	stop_lost
Cc20	2	1	1	stop_lost
Pi67	0	0	0	stop_lost
Ma59	0	0	0	stop_lost
Ma96	0	0	0	stop_lost
Pa69	0	0	0	stop_lost
La18	0	0	0	stop_lost
Pa66	1	0	1	stop_lost
Gz04	0	0	0	stop_lost
Ma42	0	0	0	stop_lost
Pi88	0	0	0	stop_lost
Pa11	0	0	0	stop_lost
Pa58	1	0	1	stop_lost
Pa91	0	0	0	stop_lost
Pa76	0	0	0	stop_lost
GR03	0	0	0	stop_lost
Ma30	0	0	0	stop_lost
Pi44	0	0	0	stop_lost
Ma71	0	0	0	stop_lost
Es72	0	0	0	stop_lost
Am06	0	0	0	stop_lost
Br13	0	0	0	stop_lost
Ma95	0	0	0	stop_lost
Ga07	0	0	0	stop_lost
Ma100	0	0	0	stop_lost
Gs15	0	0	0	stop_lost
Es73	0	0	0	stop_lost
Mv23	0	0	0	stop_lost
Ma76	0	0	0	stop_lost
Gz26	0	0	0	stop_lost
Pi78	0	0	0	stop_lost
Es9	0	0	0	stop_lost
Ma94	0	0	0	stop_lost
Pa49	0	0	0	stop_lost
GB04	0	0	0	stop_lost
Pa43	0	0	0	stop_lost
Pa46	0	0	0	stop_lost
Ca06	0	0	0	stop_lost
Pi52	0	0	0	stop_lost
Se12	0	0	0	stop_lost
Es65-1	0	0	0	stop_lost
Ma74	0	0	0	stop_lost
Gf10	0	0	0	stop_lost
Gf02	0	0	0	stop_lost
Ma46	0	0	0	stop_lost
Ma90	0	0	0	stop_lost
Pi76	0	0	0	stop_lost
Gz21	0	0	0	stop_lost
Gs17	0	0	0	stop_lost
Am08	0	0	0	stop_lost
Pi73	0	0	0	stop_lost
Es25	0	0	0	stop_lost
Pa84	0	0	0	stop_lost
Es83	0	0	0	stop_lost
Pa85	0	0	0	stop_lost
Pi65	0	0	0	stop_lost
Ma67	0	0	0	stop_lost
Pa55	0	0	0	stop_lost
Pa51	0	0	0	stop_lost
Ma68	0	0	0	stop_lost
Ma44	0	0	0	stop_lost
Ma66	0	0	0	stop_lost
Es81	0	0	0	stop_lost
Es82	0	0	0	stop_lost
La08	0	0	0	stop_lost
GR02	0	0	0	stop_lost
Es84	0	0	0	stop_lost
Es66	0	0	0	stop_lost
Se24	0	0	0	stop_lost
Es86	0	0	0	stop_lost
Cc01	2	1	1	stop_lost
Am17	0	0	0	stop_lost
Ma39	0	0	0	stop_lost
Pi89	0	0	0	stop_lost
NU02	0	0	0	stop_lost
Po06	0	0	0	stop_lost
Es38	0	0	0	stop_lost
Ma84	0	0	0	stop_lost
Pi90	0	0	0	stop_lost
Pa64	0	0	0	stop_lost
Ma24	0	0	0	stop_lost
Pa35	0	0	0	stop_lost
Pa5	0	0	0	stop_lost
Ma62	0	0	0	stop_lost
Se04	0	0	0	stop_lost
Pi83	0	0	0	stop_lost
Pa52	0	0	0	stop_lost
AA02	0	0	0	stop_lost
Pa12	0	0	0	stop_lost
Pa3	0	0	0	stop_lost
Es93	0	0	0	stop_lost
Gz30	0	0	0	stop_lost
Pi98	0	0	0	stop_lost
Es77	0	0	0	stop_lost
Ma61	0	0	0	stop_lost
Pi87	0	0	0	stop_lost
Ma17	0	0	0	stop_lost
VI06	0	0	0	stop_lost
Pi42	0	0	0	stop_lost
Ma81	0	0	0	stop_lost
Pi84	0	0	0	stop_lost
Gz13	0	0	0	stop_lost
Es40	0	0	0	stop_lost
Gs09	0	0	0	stop_lost
Es39	0	0	0	stop_lost
Ma15	0	0	0	stop_lost
Pi77	0	0	0	stop_lost
Pa33	0	0	0	stop_lost
Ma47	0	0	0	stop_lost
Es48	0	0	0	stop_lost
Pa98	0	0	0	stop_lost
Gf03	0	0	0	stop_lost
VI01	0	0	0	stop_lost
Ma40	0	0	0	stop_lost
Es79	0	0	0	stop_lost
Pi80	0	0	0	stop_lost
GG01	0	0	0	stop_lost
Pa1	0	0	0	stop_lost
Es75	0	0	0	stop_lost
Pi93	0	0	0	stop_lost
Ma72	0	0	0	stop_lost
Gf24	0	0	0	stop_lost
Ma52	0	0	0	stop_lost
AA03	0	0	0	stop_lost
Gz28	0	0	0	stop_lost
Pi97	0	0	0	stop_lost
Es19	0	0	0	stop_lost
Cc21	2	1	1	stop_lost
TV02	0	0	0	stop_lost
Pi55	0	0	0	stop_lost
GR01	0	0	0	stop_lost
Ma26	0	0	0	stop_lost
Pi79	0	0	0	stop_lost
Pa40	0	0	0	stop_lost
Pi26	0	0	0	stop_lost
Ma69	0	0	0	stop_lost
Es99	0	0	0	stop_lost
PB01	0	0	0	stop_lost
Pa32	0	0	0	stop_lost
Ma16	0	0	0	stop_lost
Ma19	0	0	0	stop_lost
Am05	0	0	0	stop_lost
Es6	0	0	0	stop_lost
AA01	0	0	0	stop_lost
SV01	0	0	0	stop_lost
Es85	0	0	0	stop_lost
Pi62	0	0	0	stop_lost
Es7	0	0	0	stop_lost
Pa30	0	0	0	stop_lost
Pa37	0	0	0	stop_lost
Es68	0	0	0	stop_lost
Pa94	0	0	0	stop_lost
Mv21	0	0	0	stop_lost
Pa57	0	0	0	stop_lost
Ma87	0	0	0	stop_lost
Se25	0	0	0	stop_lost
GB03	0	0	0	stop_lost
LC01	0	0	0	stop_lost
Po04	0	0	0	stop_lost
Ma45	0	0	0	stop_lost
Gs19	0	0	0	stop_lost
Pi21	0	0	0	stop_lost
Br10	0	0	0	stop_lost
RI01	0	0	0	stop_lost
AA04	0	0	0	stop_lost
Es71	0	0	0	stop_lost
Pi72	0	0	0	stop_lost
Pa29	1	0	1	stop_lost
Ma3	0	0	0	stop_lost
Am15	0	0	0	stop_lost
AA05	0	0	0	stop_lost
La01	0	0	0	stop_lost
Pa23	0	0	0	stop_lost
Pa88	0	0	0	stop_lost
Ma29	0	0	0	stop_lost
VI07	0	0	0	stop_lost
Pi5	0	0	0	stop_lost
Es12	0	0	0	stop_lost
Ma10	0	0	0	stop_lost
Ma4	0	0	0	stop_lost
Ma85	0	0	0	stop_lost
GB01	0	0	0	stop_lost
Ma80	0	0	0	stop_lost
Ma36	0	0	0	stop_lost
Pa87	0	0	0	stop_lost
Ma33	0	0	0	stop_lost
Pa28	0	0	0	stop_lost
PB03	0	0	0	stop_lost
Am18	0	0	0	stop_lost
PB02	0	0	0	stop_lost
Es59	0	0	0	stop_lost
Pa90	0	0	0	stop_lost
Ma75	0	0	0	stop_lost
GB02	0	0	0	stop_lost
VI04	0	0	0	stop_lost
CG01	0	0	0	stop_lost
LC02	0	0	0	stop_lost
Es63	0	0	0	stop_lost
St10	0	0	0	stop_lost
Es57	0	0	0	stop_lost
Ma70	0	0	0	stop_lost
Es20	0	0	0	stop_lost
Es60	0	0	0	stop_lost
Es46	0	0	0	stop_lost
Es78	0	0	0	stop_lost
Pa67	0	0	0	stop_lost
Gf18	0	0	0	stop_lost
Ma43	0	0	0	stop_lost
Ca12	0	0	0	stop_lost
Gs23	1	0	1	stop_lost
RI02	0	0	0	stop_lost
Ca19	0	0	0	stop_lost
Pi18	0	0	0	stop_lost
Pa72	0	0	0	stop_lost
NU01	0	0	0	stop_lost
Cc03	0	0	0	stop_lost
Es52	0	0	0	stop_lost
Pi12	0	0	0	stop_lost
Es56	0	0	0	stop_lost
Ma99	0	0	0	stop_lost
Pi1	0	0	0	stop_lost
Es36	0	0	0	stop_lost
Pi86	0	0	0	stop_lost
Pa48	0	0	0	stop_lost
Ma9	0	0	0	stop_lost
Pa36	0	0	0	stop_lost
Ma88	0	0	0	stop_lost
Es32	0	0	0	stop_lost
WT01	0	0	0	stop_lost
Es16	0	0	0	stop_lost
Pi41	0	0	0	stop_lost
AN02	0	0	0	stop_lost
Pa77	0	0	0	stop_lost
Pa68	0	0	0	stop_lost
Br09	0	0	0	stop_lost
Ma89	0	0	0	stop_lost
Ma56	0	0	0	stop_lost
Es41	0	0	0	stop_lost
Pi20	0	0	0	stop_lost
Es33	0	0	0	stop_lost
Ma92	0	0	0	stop_lost
Mv05	0	0	0	stop_lost
Ma91	0	0	0	stop_lost
Ma86	0	0	0	stop_lost
St11	0	0	0	stop_lost
Pi71	0	0	0	stop_lost
Es50	0	0	0	stop_lost
Es67	0	0	0	stop_lost
Pa100	0	0	0	stop_lost
La09	0	0	0	stop_lost
Ma2	0	0	0	stop_lost
Ma12	0	0	0	stop_lost
Pa89	1	0	1	stop_lost
Po14	0	0	0	stop_lost
Pa61	0	0	0	stop_lost
Pa60	0	0	0	stop_lost
AN01	0	0	0	stop_lost
Ma63	0	0	0	stop_lost
Mv93	0	0	0	stop_lost
Ma54	0	0	0	stop_lost
Pi59	0	0	0	stop_lost
Gz29	0	0	0	stop_lost
Pi68	0	0	0	stop_lost
Pi34	0	0	0	stop_lost
Es44	0	0	0	stop_lost
Es100	0	0	0	stop_lost
Ma6	0	0	0	stop_lost
Pa45	0	0	0	stop_lost
Pa71	0	0	0	stop_lost
Pi28	0	0	0	stop_lost
Ma11	0	0	0	stop_lost
Ga13	0	0	0	stop_lost
Ga95	0	0	0	stop_lost
Ma58	0	0	0	stop_lost
Pi92	0	0	0	stop_lost
Ma98	0	0	0	stop_lost
Es17	0	0	0	stop_lost
Se26	0	0	0	stop_lost
Ma79	0	0	0	stop_lost
Po12	0	0	0	stop_lost
Mv10	0	0	0	stop_lost
Ma38	0	0	0	stop_lost
Pa47	0	0	0	stop_lost
Ma60	0	0	0	stop_lost
Pi7	0	0	0	stop_lost
Pi60	0	0	0	stop_lost
Cc07	2	1	1	stop_lost
Ma37	0	0	0	stop_lost
Ma82	0	0	0	stop_lost
Pi27	0	0	0	stop_lost
Ma27	1	0	1	stop_lost
Pi82	0	0	0	stop_lost
Ma93	0	0	0	stop_lost
Pi81	0	0	0	stop_lost
Ma18	0	0	0	stop_lost
Am92	0	0	0	stop_lost
Ma48	0	0	0	stop_lost
Pi96	0	0	0	stop_lost
St13	0	0	0	stop_lost
Ma5	0	0	0	stop_lost
Es76	0	0	0	stop_lost
Ma49	0	0	0	stop_lost
St06	0	0	0	stop_lost
Ma51	0	0	0	stop_lost
Gz23	0	0	0	stop_lost
Ma50	0	0	0	stop_lost
Pi36	0	0	0	stop_lost
Pi3	0	0	0	stop_lost
Ma53	0	0	0	stop_lost
Ma13	0	0	0	stop_lost
Br16	0	0	0	stop_lost
Ma41	0	0	0	stop_lost
Pa96	0	0	0	stop_lost
Ca21	0	0	0	stop_lost
Es8	0	0	0	stop_lost
GE02	0	0	0	stop_lost
Ma55	0	0	0	stop_lost
Gz07	0	0	0	stop_lost
Pa56	0	0	0	stop_lost
Pa6	0	0	0	stop_lost
Pa63	0	0	0	stop_lost
Cc13	0	0	0	stop_lost
Pa19	0	0	0	stop_lost
Pi58	0	0	0	stop_lost
Es55	0	0	0	stop_lost
Pa27	0	0	0	stop_lost
Ma57	0	0	0	stop_lost
Am11	0	0	0	stop_lost
TV01	0	0	0	stop_lost
Pa14	0	0	0	stop_lost
Cc06	2	1	1	stop_lost
Pa13	0	0	0	stop_lost
Pa24	0	0	0	stop_lost
Br19	0	0	0	stop_lost
Pi49	0	0	0	stop_lost
Pi85	0	0	0	stop_lost
Pa86	0	0	0	stop_lost
Br21	0	0	0	stop_lost
Pa26	0	0	0	stop_lost
Se03	0	0	0	stop_lost
Pi54	0	0	0	stop_lost
GE01	0	0	0	stop_lost
Pi51	0	0	0	stop_lost
La05	0	0	0	stop_lost
Pa53	0	0	0	stop_lost
Ma32	0	0	0	stop_lost
Es94	0	0	0	stop_lost
Es42	0	0	0	stop_lost
Es95	0	0	0	stop_lost
Br17	0	0	0	stop_lost
Ma14	0	0	0	stop_lost
Ma73	0	0	0	stop_lost
Es88	0	0	0	stop_lost
Es92	0	0	0	stop_lost
Es22	0	0	0	stop_lost
Pi75	0	0	0	stop_lost
Es90	0	0	0	stop_lost
Pi11	0	0	0	stop_lost
Es91	0	0	0	stop_lost
Pa92	0	0	0	stop_lost
Es98	0	0	0	stop_lost
Po11	0	0	0	stop_lost
Gs03	0	0	0	stop_lost
Cc19	0	0	0	stop_lost
Es21	0	0	0	stop_lost
Ma65	0	0	0	stop_lost
Es14	0	0	0	stop_lost
Pa31	0	0	0	stop_lost
Es13	0	0	0	stop_lost
Ca04	0	0	0	stop_lost
Pi39	0	0	0	stop_lost
Ma22	0	0	0	stop_lost
Pi31	0	0	0	stop_lost
St03	0	0	0	stop_lost
Pi33	0	0	0	stop_lost
Pi29	0	0	0	stop_lost
Ma31	0	0	0	stop_lost
Pa78	0	0	0	stop_lost
Es64	0	0	0	stop_lost
Pi94	0	0	0	stop_lost
La19	0	0	0	stop_lost
Pi14	0	0	0	stop_lost
Ma35	0	0	0	stop_lost
St14	0	0	0	stop_lost
Se27	0	0	0	stop_lost
Ma21	0	0	0	stop_lost
Pi2	0	0	0	stop_lost
Ma34	0	0	0	stop_lost
Gz19	0	0	0	stop_lost
Pi57	0	0	0	stop_lost
Cc15	2	1	1	stop_lost
Pi56	0	0	0	stop_lost
Es3	0	0	0	stop_lost
Es24	0	0	0	stop_lost
Pi19	0	0	0	stop_lost
Es35	0	0	0	stop_lost
Cc04	2	1	1	stop_lost
Pi74	0	0	0	stop_lost
Es34	0	0	0	stop_lost
Pa74	0	0	0	stop_lost
Pa42	0	0	0	stop_lost
Pa75	0	0	0	stop_lost
Pa16	0	0	0	stop_lost
Pi15	0	0	0	stop_lost
Ma20	0	0	0	stop_lost
Pa65	0	0	0	stop_lost
Ma83	0	0	0	stop_lost
Ma8	0	0	0	stop_lost
Ma78	0	0	0	stop_lost
Am02	0	0	0	stop_lost
Ga91	0	0	0	stop_lost
St02	0	0	0	stop_lost
St05	0	0	0	stop_lost
Pi43	0	0	0	stop_lost
St16	0	0	0	stop_lost
Po15	0	0	0	stop_lost
Am04	0	0	0	stop_lost
Am07	1	0	1	stop_lost
Am09	0	0	0	stop_lost
Pa2	0	0	0	stop_lost
Es49	0	0	0	stop_lost
Am10	0	0	0	stop_lost
Es23	0	0	0	stop_lost
Am12	0	0	0	stop_lost
Am13	0	0	0	stop_lost
Pa20	0	0	0	stop_lost
Am16	0	0	0	stop_lost
Br12	0	0	0	stop_lost
Ga14	0	0	0	stop_lost
Ga12	0	0	0	stop_lost
Br14	0	0	0	stop_lost
Ma23	0	0	0	stop_lost
Cc08	2	1	1	stop_lost
Am03	0	0	0	stop_lost
Br15	0	0	0	stop_lost
La11	0	0	0	stop_lost
Cc11	1	0	1	stop_lost
Pi13	0	0	0	stop_lost
Br20	0	0	0	stop_lost
Ma77	0	0	0	stop_lost
Br23	0	0	0	stop_lost
Es53	0	0	0	stop_lost
Mv14	0	0	0	stop_lost
Ca02	0	0	0	stop_lost
Ca16	0	0	0	stop_lost
Es43	0	0	0	stop_lost
Cc02	0	0	0	stop_lost
VI08	0	0	0	stop_lost
Cc09	0	0	0	stop_lost
Ca03	0	0	0	stop_lost
Cc10	0	0	0	stop_lost
Am14	0	0	0	stop_lost
Cc12	0	0	0	stop_lost
Cc17	2	1	1	stop_lost
St12	0	0	0	stop_lost&splice_region_variant
St09	0	0	0	stop_lost&splice_region_variant
St07	0	0	0	stop_lost&splice_region_variant
St04	0	0	0	stop_lost&splice_region_variant
St01	0	0	0	stop_lost&splice_region_variant
Se23	0	0	0	stop_lost&splice_region_variant
Se18	0	0	0	stop_lost&splice_region_variant
Se16	0	0	0	stop_lost&splice_region_variant
Se13	0	0	0	stop_lost&splice_region_variant
Se08	0	0	0	stop_lost&splice_region_variant
Se07	0	0	0	stop_lost&splice_region_variant
Se06	0	0	0	stop_lost&splice_region_variant
Se02	0	0	0	stop_lost&splice_region_variant
Se01	0	0	0	stop_lost&splice_region_variant
Po18	0	0	0	stop_lost&splice_region_variant
Po16	0	0	0	stop_lost&splice_region_variant
Po13	0	0	0	stop_lost&splice_region_variant
Po10	0	0	0	stop_lost&splice_region_variant
Po08	0	0	0	stop_lost&splice_region_variant
Po05	0	0	0	stop_lost&splice_region_variant
Po03	0	0	0	stop_lost&splice_region_variant
Po01	0	0	0	stop_lost&splice_region_variant
Mv24	0	0	0	stop_lost&splice_region_variant
Mv19	0	0	0	stop_lost&splice_region_variant
Mv16	0	0	0	stop_lost&splice_region_variant
Mv12	0	0	0	stop_lost&splice_region_variant
Mv11	0	0	0	stop_lost&splice_region_variant
Mv08	0	0	0	stop_lost&splice_region_variant
Mv07	0	0	0	stop_lost&splice_region_variant
Mv06	0	0	0	stop_lost&splice_region_variant
Se20	0	0	0	stop_lost&splice_region_variant
Mv04	0	0	0	stop_lost&splice_region_variant
Mv03	0	0	0	stop_lost&splice_region_variant
La17	0	0	0	stop_lost&splice_region_variant
La16	0	0	0	stop_lost&splice_region_variant
La15	0	0	0	stop_lost&splice_region_variant
La14	0	0	0	stop_lost&splice_region_variant
La10	0	0	0	stop_lost&splice_region_variant
La07	0	0	0	stop_lost&splice_region_variant
La06	0	0	0	stop_lost&splice_region_variant
Po02	0	0	0	stop_lost&splice_region_variant
La04	0	0	0	stop_lost&splice_region_variant
La02	0	0	0	stop_lost&splice_region_variant
Gz31	0	0	0	stop_lost&splice_region_variant
Gz24	0	0	0	stop_lost&splice_region_variant
Gz17	0	0	0	stop_lost&splice_region_variant
Gz14	0	0	0	stop_lost&splice_region_variant
Gz12	0	0	0	stop_lost&splice_region_variant
Gz03	0	0	0	stop_lost&splice_region_variant
St08	0	0	0	stop_lost&splice_region_variant
Gs25	0	0	0	stop_lost&splice_region_variant
Gs24	0	0	0	stop_lost&splice_region_variant
Gs21	0	0	0	stop_lost&splice_region_variant
Gs12	0	0	0	stop_lost&splice_region_variant
Gs11	0	0	0	stop_lost&splice_region_variant
Gs06	1	0	1	stop_lost&splice_region_variant
Gs05	0	0	0	stop_lost&splice_region_variant
Se22	0	0	0	stop_lost&splice_region_variant
Po07	0	0	0	stop_lost&splice_region_variant
Gs04	0	0	0	stop_lost&splice_region_variant
Gs02	0	0	0	stop_lost&splice_region_variant
Gf21	0	0	0	stop_lost&splice_region_variant
Gf15	0	0	0	stop_lost&splice_region_variant
Gf06	0	0	0	stop_lost&splice_region_variant
Ga15	0	0	0	stop_lost&splice_region_variant
Ga11	0	0	0	stop_lost&splice_region_variant
Mv13	0	0	0	stop_lost&splice_region_variant
Ga10	0	0	0	stop_lost&splice_region_variant
Ga09	0	0	0	stop_lost&splice_region_variant
Ga08	0	0	0	stop_lost&splice_region_variant
Ga06	0	0	0	stop_lost&splice_region_variant
Ga05	0	0	0	stop_lost&splice_region_variant
Ga04	0	0	0	stop_lost&splice_region_variant
Ga03	0	0	0	stop_lost&splice_region_variant
Ga02	0	0	0	stop_lost&splice_region_variant
Gs22	0	0	0	stop_lost&splice_region_variant
Ga01	0	0	0	stop_lost&splice_region_variant
Cc22	0	0	0	stop_lost&splice_region_variant
Cc20	0	0	0	stop_lost&splice_region_variant
Pi67	0	0	0	stop_lost&splice_region_variant
Ma59	0	0	0	stop_lost&splice_region_variant
Ma96	0	0	0	stop_lost&splice_region_variant
Pa69	0	0	0	stop_lost&splice_region_variant
La18	0	0	0	stop_lost&splice_region_variant
Pa66	0	0	0	stop_lost&splice_region_variant
Gz04	0	0	0	stop_lost&splice_region_variant
Ma42	0	0	0	stop_lost&splice_region_variant
Pi88	0	0	0	stop_lost&splice_region_variant
Pa11	0	0	0	stop_lost&splice_region_variant
Pa58	0	0	0	stop_lost&splice_region_variant
Pa91	0	0	0	stop_lost&splice_region_variant
Pa76	1	0	1	stop_lost&splice_region_variant
GR03	0	0	0	stop_lost&splice_region_variant
Ma30	0	0	0	stop_lost&splice_region_variant
Pi44	0	0	0	stop_lost&splice_region_variant
Ma71	0	0	0	stop_lost&splice_region_variant
Es72	0	0	0	stop_lost&splice_region_variant
Am06	0	0	0	stop_lost&splice_region_variant
Br13	0	0	0	stop_lost&splice_region_variant
Ma95	0	0	0	stop_lost&splice_region_variant
Ga07	0	0	0	stop_lost&splice_region_variant
Ma100	0	0	0	stop_lost&splice_region_variant
Gs15	0	0	0	stop_lost&splice_region_variant
Es73	0	0	0	stop_lost&splice_region_variant
Mv23	0	0	0	stop_lost&splice_region_variant
Ma76	0	0	0	stop_lost&splice_region_variant
Gz26	0	0	0	stop_lost&splice_region_variant
Pi78	0	0	0	stop_lost&splice_region_variant
Es9	0	0	0	stop_lost&splice_region_variant
Ma94	1	0	1	stop_lost&splice_region_variant
Pa49	0	0	0	stop_lost&splice_region_variant
GB04	0	0	0	stop_lost&splice_region_variant
Pa43	0	0	0	stop_lost&splice_region_variant
Pa46	0	0	0	stop_lost&splice_region_variant
Ca06	0	0	0	stop_lost&splice_region_variant
Pi52	0	0	0	stop_lost&splice_region_variant
Se12	0	0	0	stop_lost&splice_region_variant
Es65-1	0	0	0	stop_lost&splice_region_variant
Ma74	0	0	0	stop_lost&splice_region_variant
Gf10	0	0	0	stop_lost&splice_region_variant
Gf02	0	0	0	stop_lost&splice_region_variant
Ma46	0	0	0	stop_lost&splice_region_variant
Ma90	0	0	0	stop_lost&splice_region_variant
Pi76	0	0	0	stop_lost&splice_region_variant
Gz21	0	0	0	stop_lost&splice_region_variant
Gs17	0	0	0	stop_lost&splice_region_variant
Am08	0	0	0	stop_lost&splice_region_variant
Pi73	0	0	0	stop_lost&splice_region_variant
Es25	0	0	0	stop_lost&splice_region_variant
Pa84	0	0	0	stop_lost&splice_region_variant
Es83	0	0	0	stop_lost&splice_region_variant
Pa85	0	0	0	stop_lost&splice_region_variant
Pi65	0	0	0	stop_lost&splice_region_variant
Ma67	0	0	0	stop_lost&splice_region_variant
Pa55	0	0	0	stop_lost&splice_region_variant
Pa51	0	0	0	stop_lost&splice_region_variant
Ma68	0	0	0	stop_lost&splice_region_variant
Ma44	0	0	0	stop_lost&splice_region_variant
Ma66	0	0	0	stop_lost&splice_region_variant
Es81	0	0	0	stop_lost&splice_region_variant
Es82	0	0	0	stop_lost&splice_region_variant
La08	0	0	0	stop_lost&splice_region_variant
GR02	0	0	0	stop_lost&splice_region_variant
Es84	0	0	0	stop_lost&splice_region_variant
Es66	0	0	0	stop_lost&splice_region_variant
Se24	0	0	0	stop_lost&splice_region_variant
Es86	0	0	0	stop_lost&splice_region_variant
Cc01	0	0	0	stop_lost&splice_region_variant
Am17	0	0	0	stop_lost&splice_region_variant
Ma39	0	0	0	stop_lost&splice_region_variant
Pi89	0	0	0	stop_lost&splice_region_variant
NU02	0	0	0	stop_lost&splice_region_variant
Po06	0	0	0	stop_lost&splice_region_variant
Es38	0	0	0	stop_lost&splice_region_variant
Ma84	0	0	0	stop_lost&splice_region_variant
Pi90	0	0	0	stop_lost&splice_region_variant
Pa64	0	0	0	stop_lost&splice_region_variant
Ma24	0	0	0	stop_lost&splice_region_variant
Pa35	0	0	0	stop_lost&splice_region_variant
Pa5	0	0	0	stop_lost&splice_region_variant
Ma62	0	0	0	stop_lost&splice_region_variant
Se04	0	0	0	stop_lost&splice_region_variant
Pi83	0	0	0	stop_lost&splice_region_variant
Pa52	0	0	0	stop_lost&splice_region_variant
AA02	0	0	0	stop_lost&splice_region_variant
Pa12	0	0	0	stop_lost&splice_region_variant
Pa3	0	0	0	stop_lost&splice_region_variant
Es93	0	0	0	stop_lost&splice_region_variant
Gz30	0	0	0	stop_lost&splice_region_variant
Pi98	0	0	0	stop_lost&splice_region_variant
Es77	0	0	0	stop_lost&splice_region_variant
Ma61	0	0	0	stop_lost&splice_region_variant
Pi87	0	0	0	stop_lost&splice_region_variant
